"src_subject_id","key_press","reward_type"
"10047","1",1
"10047","3",0
"10047","1",1
"10047","2",1
"10047","2",1
"10047","1",1
"10047","3",0
"10047","1",1
"10047","2",1
"10047","1",1
"10047","3",0
"10047","2",0
"10047","1",1
"10047","1",1
"10047","3",0
"10047","2",0
"10047","3",0
"10047","1",1
"10047","1",0
"10047","3",0
"10047","2",0
"10047","1",1
"10047","2",0
"10047","1",1
"10047","3",0
"10047","1",1
"10047","1",1
"10047","2",1
"10047","2",1
"10047","2",1
"10047","2",1
"10047","2",0
"10047","3",1
"10047","3",0
"10047","1",1
"10047","1",1
"10047","1",1
"10047","2",1
"10047","3",0
"10047","2",1
"10047","1",0
"10047","2",0
"10047","3",1
"10047","3",1
"10047","3",1
"10047","3",1
"10047","2",1
"10047","2",0
"10047","1",1
"10047","1",1
"10047","1",0
"10047","2",0
"10047","1",1
"10047","1",1
"10047","3",1
"10047","2",0
"10047","1",0
"10047","3",1
"10047","3",1
"10047","3",1
"10047","3",1
"10047","2",0
"10047","1",1
"10047","1",1
"10047","1",0
"10047","2",0
"10047","3",1
"10047","1",0
"10047","2",0
"10047","3",1
"10047","1",1
"10047","3",1
"10047","1",1
"10047","3",1
"10047","1",0
"10047","2",0
"10047","3",1
"10047","1",1
"10047","2",0
"10047","3",1
"10047","2",1
"10047","1",1
"10047","3",0
"10047","2",1
"10047","1",0
"10047","2",1
"10047","3",0
"10047","2",1
"10047","3",0
"10047","1",0
"10047","2",1
"10047","2",1
"10047","2",1
"10047","1",0
"10047","3",0
"10047","2",0
"10047","1",1
"10047","3",0
"10047","2",1
"10047","1",1
"10047","1",1
"10047","1",0
"10047","2",0
"10047","3",0
"10047","1",1
"10047","2",1
"10047","3",0
"10047","2",1
"10047","1",0
"10047","2",0
"10047","1",1
"10047","1",1
"10047","1",1
"10047","3",0
"10047","2",1
"10047","2",1
"10047","2",1
"10047","1",0
"10047","2",1
"10047","2",1
"10047","2",0
"10047","3",1
"10047","1",1
"10047","3",0
"10047","1",0
"10047","2",1
"10047","2",0
"10047","1",1
"10047","2",0
"10047","3",0
"10047","1",1
"10047","2",1
"10047","3",1
"10047","1",1
"10047","2",0
"10047","3",0
"10047","2",0
"10047","3",0
"10047","1",1
"10047","1",1
"10047","3",0
"10047","1",1
"10047","2",0
"10047","3",0
"10047","1",1
"10047","1",1
"10047","1",1
"10047","2",0
"10047","1",1
"10047","3",0
"10047","1",1
"10047","1",1
"10047","1",1
"10047","1",1
"10047","1",0
"10047","2",0
"10047","1",0
"10047","3",0
"10047","2",0
"10047","1",0
