"src_subject_id","key_press","reward_type"
"50259","1",0
"50259","3",1
"50259","2",1
"50259","2",1
"50259","1",0
"50259","3",1
"50259","1",0
"50259","2",0
"50259","3",0
"50259","2",0
"50259","2",1
"50259","1",0
"50259","2",1
"50259","2",0
"50259","3",0
"50259","2",1
"50259","3",1
"50259","3",0
"50259","3",1
"50259","2",0
"50259","3",0
"50259","2",0
"50259","3",1
"50259","1",0
"50259","3",1
"50259","3",0
"50259","2",1
"50259","2",1
"50259","3",1
"50259","3",1
"50259","2",1
"50259","2",1
"50259","3",1
"50259","3",0
"50259","2",1
"50259","2",1
"50259","3",0
"50259","2",1
"50259","2",0
"50259","3",0
"50259","2",0
"50259","3",1
"50259","1",1
"50259","1",1
"50259","3",1
"50259","1",1
"50259","1",1
"50259","3",1
"50259","1",1
"50259","1",0
"50259","1",0
"50259","3",1
"50259","3",1
"50259","1",1
"50259","3",1
"50259","1",0
"50259","3",1
"50259","3",1
"50259","2",0
"50259","3",1
"50259","3",0
"50259","1",1
"50259","3",1
"50259","1",0
"50259","3",1
"50259","3",1
"50259","1",1
"50259","3",1
"50259","3",1
"50259","1",0
"50259","1",0
"50259","3",1
"50259","3",1
"50259","3",1
"50259","1",1
"50259","3",1
"50259","1",1
"50259","1",0
"50259","3",1
"50259","3",1
"50259","2",1
"50259","1",0
"50259","2",1
"50259","3",1
"50259","3",1
"50259","2",1
"50259","3",0
"50259","2",0
"50259","3",1
"50259","3",0
"50259","3",0
"50259","2",1
"50259","2",1
"50259","2",1
"50259","3",1
"50259","3",1
"50259","2",1
"50259","3",1
"50259","2",1
"50259","3",0
"50259","2",1
"50259","2",1
"50259","3",0
"50259","2",1
"50259","2",1
"50259","2",1
"50259","2",1
"50259","2",1
"50259","3",0
"50259","2",1
"50259","2",1
"50259","2",1
"50259","2",0
"50259","3",0
"50259","2",1
"50259","2",1
"50259","2",1
"50259","2",0
"50259","2",1
"50259","2",1
"50259","1",0
"50259","2",1
"50259","3",1
"50259","1",1
"50259","2",0
"50259","3",0
"50259","1",0
"50259","2",1
"50259","3",1
"50259","3",0
"50259","1",0
"50259","2",0
"50259","3",0
"50259","3",0
"50259","3",1
"50259","1",0
"50259","2",1
"50259","1",0
"50259","3",1
"50259","1",1
"50259","2",0
"50259","1",0
"50259","3",0
"50259","1",1
"50259","3",0
"50259","2",1
"50259","3",1
"50259","1",0
"50259","2",1
"50259","1",0
"50259","3",0
"50259","2",1
"50259","3",0
"50259","2",1
"50259","2",1
"50259","2",1
"50259","2",0
"50259","1",0
"50259","3",1
"50259","2",1
