"src_subject_id","key_press","reward_type"
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",0
"40823","1",0
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",0
"40823","1",0
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",0
"40823","1",1
"40823","1",0
"40823","3",0
"40823","2",0
"40823","1",0
"40823","1",0
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",0
"40823","2",1
"40823","2",1
"40823","2",0
"40823","1",1
"40823","1",1
"40823","2",0
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",0
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",0
"40823","1",1
"40823","1",0
"40823","2",0
"40823","1",1
"40823","1",1
"40823","1",0
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",0
"40823","2",1
"40823","2",0
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",0
"40823","2",1
"40823","2",0
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",1
"40823","3",0
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",0
"40823","1",0
"40823","3",0
"40823","2",0
"40823","3",1
"40823","3",0
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",1
"40823","1",0
"40823","3",0
"40823","1",1
"40823","1",0
"40823","3",0
"40823","2",1
"40823","2",1
"40823","2",0
"40823","1",1
"40823","1",1
"40823","1",0
"40823","3",0
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",0
"40823","1",1
"40823","1",1
"40823","1",0
"40823","2",1
"40823","2",0
"40823","3",0
"40823","2",1
"40823","1",0
"40823","3",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",1
"40823","2",0
"40823","3",0
"40823","1",0
"40823","2",1
"40823","2",0
"40823","1",1
"40823","3",0
"40823","1",0
"40823","2",1
"40823","2",1
