"src_subject_id","key_press","reward_type"
"40024","1",0
"40024","2",1
"40024","2",1
"40024","2",1
"40024","2",1
"40024","2",0
"40024","2",1
"40024","2",0
"40024","2",0
"40024","3",0
"40024","2",1
"40024","2",1
"40024","2",0
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",0
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",0
"40024","1",0
"40024","1",0
"40024","1",0
"40024","2",1
"40024","2",1
"40024","2",0
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",0
"40024","1",1
"40024","1",1
"40024","1",0
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",0
"40024","2",0
"40024","2",0
"40024","3",1
"40024","3",1
"40024","3",1
"40024","3",0
"40024","3",1
"40024","3",1
"40024","3",1
"40024","3",1
"40024","3",1
"40024","3",1
"40024","3",0
"40024","3",1
"40024","3",0
"40024","3",0
"40024","3",1
"40024","3",0
"40024","3",0
"40024","3",1
"40024","3",1
"40024","3",0
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",0
"40024","1",1
"40024","1",1
"40024","1",0
"40024","1",0
"40024","1",1
"40024","1",0
"40024","1",0
"40024","1",0
"40024","1",0
"40024","2",1
"40024","2",0
"40024","2",0
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",0
"40024","1",0
"40024","1",1
"40024","1",1
"40024","1",0
"40024","1",1
"40024","1",0
"40024","1",0
"40024","1",0
"40024","1",0
"40024","3",0
"40024","3",0
"40024","1",0
"40024","2",1
"40024","2",1
"40024","2",1
"40024","2",0
"40024","2",1
"40024","2",0
"40024","2",1
"40024","2",1
"40024","2",1
"40024","2",1
"40024","2",0
"40024","2",0
"40024","2",0
"40024","2",0
"40024","2",0
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",0
"40024","1",0
"40024","3",1
"40024","3",1
"40024","3",1
"40024","3",0
"40024","3",0
"40024","3",1
"40024","3",1
"40024","3",0
"40024","3",0
"40024","3",0
"40024","3",0
"40024","1",0
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",0
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",1
"40024","1",0
"40024","1",0
"40024","1",0
"40024","1",0
"40024","2",0
"40024","2",0
"40024","1",0
"40024","3",1
"40024","3",1
"40024","3",0
"40024","3",1
"40024","3",1
"40024","3",0
"40024","3",1
"40024","3",1
"40024","3",0
"40024","3",1
"40024","3",1
"40024","3",0
"40024","3",0
"40024","3",0
