"src_subject_id","key_press","reward_type"
"20317","3",1
"20317","3",0
"20317","1",1
"20317","2",0
"20317","1",1
"20317","1",1
"20317","1",1
"20317","1",0
"20317","3",0
"20317","2",1
"20317","2",0
"20317","3",0
"20317","1",1
"20317","2",0
"20317","3",0
"20317","1",1
"20317","1",1
"20317","2",0
"20317","1",1
"20317","1",1
"20317","1",1
"20317","1",1
"20317","1",1
"20317","1",1
"20317","1",0
"20317","3",1
"20317","3",1
"20317","3",1
"20317","3",1
"20317","3",1
"20317","3",1
"20317","3",1
"20317","3",0
"20317","2",1
"20317","2",0
"20317","1",0
"20317","3",1
"20317","3",1
"20317","3",1
"20317","3",1
"20317","1",1
"20317","1",0
"20317","2",1
"20317","2",0
"20317","3",0
"20317","1",0
"20317","3",0
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",0
"20317","1",1
"20317","3",0
"20317","1",1
"20317","1",1
"20317","1",1
"20317","1",1
"20317","1",0
"20317","3",0
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","1",1
"20317","1",1
"20317","1",1
"20317","1",1
"20317","1",1
"20317","1",0
"20317","3",0
"20317","2",1
"20317","3",0
"20317","1",0
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",0
"20317","1",1
"20317","1",0
"20317","3",0
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","1",0
"20317","2",0
"20317","3",0
"20317","1",0
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",0
"20317","1",1
"20317","1",0
"20317","2",0
"20317","2",0
"20317","1",1
"20317","1",1
"20317","1",1
"20317","1",0
"20317","1",0
"20317","2",0
"20317","1",1
"20317","2",1
"20317","2",0
"20317","1",1
"20317","2",0
"20317","1",0
"20317","1",1
"20317","2",1
"20317","1",0
"20317","1",1
"20317","2",1
"20317","2",1
"20317","1",0
"20317","2",0
"20317","2",1
"20317","2",1
"20317","2",0
"20317","2",1
"20317","2",1
"20317","1",1
"20317","2",1
"20317","2",1
"20317","1",1
"20317","2",1
"20317","2",1
"20317","1",1
"20317","2",1
"20317","2",1
"20317","1",0
"20317","2",1
"20317","2",1
"20317","2",1
"20317","1",0
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
"20317","2",1
