"src_subject_id","key_press","reward_type"
"40455","1",1
"40455","1",0
"40455","2",0
"40455","3",1
"40455","1",0
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",0
"40455","2",1
"40455","3",0
"40455","2",0
"40455","1",0
"40455","3",0
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",0
"40455","3",0
"40455","3",0
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",0
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",0
"40455","3",1
"40455","1",0
"40455","2",0
"40455","3",0
"40455","3",0
"40455","3",0
"40455","2",0
"40455","2",0
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",0
"40455","3",0
"40455","1",0
"40455","2",1
"40455","1",0
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",0
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",0
"40455","3",0
"40455","1",0
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",1
"40455","2",1
"40455","1",1
"40455","1",0
"40455","2",0
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",0
"40455","1",0
"40455","2",0
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",0
"40455","3",0
"40455","1",1
"40455","1",0
"40455","2",0
"40455","3",1
"40455","3",1
"40455","3",0
"40455","3",0
"40455","2",1
"40455","2",0
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",0
"40455","2",1
"40455","2",0
"40455","3",0
"40455","3",0
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",1
"40455","1",0
"40455","2",0
"40455","3",0
"40455","3",0
"40455","2",1
"40455","2",0
"40455","1",0
"40455","1",0
"40455","2",1
"40455","2",1
"40455","2",0
"40455","2",0
"40455","1",0
"40455","2",0
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",0
"40455","3",1
"40455","3",1
"40455","3",1
"40455","3",1
