"src_subject_id","key_press","reward_type"
"40459","1",0
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",0
"40459","1",1
"40459","3",0
"40459","1",1
"40459","1",0
"40459","2",0
"40459","3",0
"40459","1",1
"40459","1",1
"40459","1",1
"40459","1",1
"40459","1",1
"40459","1",1
"40459","1",1
"40459","1",1
"40459","1",1
"40459","1",0
"40459","3",0
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",0
"40459","1",1
"40459","1",0
"40459","1",1
"40459","1",0
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",0
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",0
"40459","1",0
"40459","2",0
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",0
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",0
"40459","1",1
"40459","1",1
"40459","1",0
"40459","2",1
"40459","2",0
"40459","3",0
"40459","1",1
"40459","1",0
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",0
"40459","3",0
"40459","1",1
"40459","1",1
"40459","1",0
"40459","2",0
"40459","3",1
"40459","3",0
"40459","1",0
"40459","2",0
"40459","3",1
"40459","3",1
"40459","3",0
"40459","2",0
"40459","1",0
"40459","3",1
"40459","3",0
"40459","2",0
"40459","1",1
"40459","1",1
"40459","1",1
"40459","1",1
"40459","1",0
"40459","2",1
"40459","2",0
"40459","3",0
"40459","1",0
"40459","2",1
"40459","2",1
"40459","2",0
"40459","3",0
"40459","1",1
"40459","1",0
"40459","2",1
"40459","2",0
"40459","3",0
"40459","1",0
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",0
"40459","3",0
"40459","1",0
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",1
"40459","2",0
"40459","2",1
"40459","2",1
"40459","2",0
"40459","3",1
"40459","3",1
"40459","3",1
"40459","3",0
"40459","1",0
"40459","2",0
"40459","3",0
"40459","1",1
"40459","1",0
"40459","2",0
"40459","3",0
"40459","1",1
