"src_subject_id","key_press","reward_type"
"30012","2",1
"30012","2",0
"30012","3",0
"30012","2",0
"30012","2",1
"30012","2",0
"30012","1",1
"30012","2",0
"30012","1",1
"30012","3",1
"30012","3",0
"30012","1",1
"30012","1",1
"30012","2",0
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",0
"30012","1",0
"30012","2",0
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",0
"30012","2",0
"30012","3",1
"30012","3",0
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",0
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",0
"30012","1",0
"30012","2",1
"30012","2",1
"30012","2",0
"30012","3",1
"30012","3",0
"30012","3",0
"30012","2",1
"30012","2",1
"30012","2",0
"30012","2",1
"30012","2",0
"30012","1",0
"30012","3",0
"30012","3",1
"30012","3",0
"30012","2",0
"30012","3",0
"30012","2",0
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",0
"30012","1",0
"30012","2",1
"30012","2",0
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",0
"30012","1",0
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",0
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",1
"30012","3",0
"30012","2",1
"30012","2",0
"30012","1",1
"30012","1",1
"30012","1",1
"30012","1",0
"30012","2",1
"30012","2",0
"30012","3",0
"30012","1",1
"30012","1",1
"30012","1",0
"30012","2",0
"30012","3",0
"30012","3",0
"30012","1",0
"30012","1",1
"30012","1",1
"30012","1",0
"30012","2",1
"30012","2",0
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",0
"30012","3",0
"30012","3",0
"30012","2",1
"30012","2",1
"30012","2",0
"30012","1",1
"30012","1",0
"30012","1",0
"30012","2",1
"30012","2",1
"30012","2",1
"30012","2",0
"30012","1",0
"30012","3",0
"30012","2",0
